gene,name
B9J08_000991,B9J08_000991
B9J08_000992,SEN2
B9J08_000993,HFL2_BUR6
B9J08_000994,YDR109C
B9J08_000995,SUL2_SUL1
B9J08_000996,TIF_TIF2
B9J08_000997,GLG2
B9J08_000998,RPS21B
B9J08_000999,TRM2
B9J08_001000,LCB3
B9J08_001001,CRL1_RHO4
B9J08_001002,TOS1
B9J08_001003,MPA43
B9J08_001004,MAL13
B9J08_001005,VMA4
B9J08_001006,MRS2
B9J08_001007,RPA43
B9J08_001008,GIP4
B9J08_001009,MTW1
B9J08_001010,B9J08_001010
B9J08_001011,B9J08_001011
B9J08_001012,YOR338W
B9J08_001013,SMM1
B9J08_001014,TIM23
B9J08_001015,HGT13_STL1
B9J08_001016,HGT13_STL1
B9J08_001017,HGT13_STL1
B9J08_001018,ACC1
B9J08_001019,RRT12
B9J08_001020,GSL2_FKS1
B9J08_001021,TAH1
B9J08_001022,YIH1
B9J08_001023,B9J08_001023
B9J08_001024,PWP2
B9J08_001025,GSY1
B9J08_001026,LSM4
B9J08_001027,YBL086C
B9J08_001028,B9J08_001028
B9J08_001029,CIA2
B9J08_001030,B9J08_001030
B9J08_001031,RBP1_FPR1
B9J08_001032,ART10
B9J08_001033,TOM70
B9J08_001034,TEP1
B9J08_001035,LSM12
B9J08_001036,EPT1
B9J08_001037,TOM22
B9J08_001038,FAR11
B9J08_001039,YKR070W
B9J08_001040,B9J08_001040
B9J08_001041,B9J08_001041
B9J08_001042,DSL1
B9J08_001043,B9J08_001043
B9J08_001044,MRP20
B9J08_001045,RPB2
B9J08_001046,MRPL23
B9J08_001047,RPB7
B9J08_001048,SIZ1
B9J08_001049,YDR341C
B9J08_001050,B9J08_001050
B9J08_001051,RUP1
B9J08_001052,B9J08_001052
B9J08_001053,B9J08_001053
B9J08_001054,B9J08_001054
B9J08_001055,B9J08_001055
B9J08_001056,B9J08_001056
B9J08_001057,B9J08_001057
B9J08_001058,B9J08_001058
B9J08_001059,B9J08_001059
B9J08_001060,B9J08_001060
B9J08_001061,B9J08_001061
B9J08_001062,MRH4
B9J08_001063,NPY1
B9J08_001064,PGC1
B9J08_001065,PRP45
B9J08_001066,ITC1
B9J08_001067,ADH7
B9J08_001068,CBP3
B9J08_001069,B9J08_001069
B9J08_001070,SEO1
B9J08_001071,SRP72
B9J08_001072,B9J08_001072
B9J08_001073,GCV1
B9J08_001074,B9J08_001074
B9J08_001075,TEL1
B9J08_001076,B9J08_001076
B9J08_001077,MRN1
B9J08_001078,USE1
B9J08_001079,WSC2
B9J08_001080,PIN2
B9J08_001081,RPL23A_RPL23B
B9J08_001082,SLM2
B9J08_001083,SLX8
B9J08_001084,BXI1
B9J08_001085,RPT2
B9J08_001086,TRX1
B9J08_001087,PUF6
B9J08_001088,B9J08_001088
B9J08_001089,YPT35
B9J08_001090,TRR1
B9J08_001091,PEP12
B9J08_001092,CIA1
B9J08_001093,HIR2
B9J08_001094,CKB2
B9J08_001095,MSW1
B9J08_001096,SPT21
B9J08_001097,B9J08_001097
B9J08_001098,PNP1
B9J08_001099,SEC13
B9J08_001100,B9J08_001100
B9J08_001101,STB6
B9J08_001102,RSR1
B9J08_001103,ECM4
B9J08_001104,STP1
B9J08_001105,MCM6
B9J08_001106,PRX1
B9J08_001107,SEF1
B9J08_001108,RAD51
B9J08_001109,CTF4
B9J08_001110,NAA20_NAT3
B9J08_001111,B9J08_001111
B9J08_001112,RIM9
B9J08_001113,JLP1
B9J08_001114,AEP1
B9J08_001115,KAR5
B9J08_001116,LIH1
B9J08_001117,RCN1
B9J08_001118,CIC1
B9J08_001119,B9J08_001119
B9J08_001120,CTA8_HSF1
B9J08_001121,MAC1
B9J08_001122,ALA1
B9J08_001123,YMR178W
B9J08_001124,SAL6_PPQ1
B9J08_001125,SNQ2
B9J08_001126,PHO80
B9J08_001127,MTE1
B9J08_001128,MRPL7
B9J08_001129,GLE1
B9J08_001130,PDS5
B9J08_001131,FRK1
B9J08_001132,FAP1
B9J08_001133,UTP23
B9J08_001134,RPA12
B9J08_001135,LIA1
B9J08_001136,CCT5
B9J08_001137,ARP3
B9J08_001138,TOR1_TOR2
B9J08_001139,RCL1
B9J08_001140,TAF4
B9J08_001141,YCS4
B9J08_001142,LPT1_ALE1
B9J08_001143,HEM15
B9J08_001144,MED4
B9J08_001145,CMG1
B9J08_001146,NAM8
B9J08_001147,B9J08_001147
B9J08_001148,B9J08_001148
B9J08_001149,SWR1
B9J08_001150,VMA10
B9J08_001151,MSC7
B9J08_001152,RQC1
B9J08_001153,RTC3
B9J08_001154,B9J08_001154
B9J08_001155,IFF6
B9J08_001156,GUS1
B9J08_001157,RMD8
B9J08_001158,SWT1
B9J08_001159,B9J08_001159
B9J08_001160,YFH7
B9J08_001161,HEM13
B9J08_001162,ALR1
B9J08_001163,KRI1
B9J08_001164,PEX8
B9J08_001165,PET111
B9J08_001166,SNP1
B9J08_001167,DAP1
B9J08_001168,EPO1
B9J08_001169,YLR126C
B9J08_001170,URE2
B9J08_001171,ADH5_ADH2
B9J08_001172,RQC2
B9J08_001173,HST2
B9J08_001174,BMT6
B9J08_001175,MIL1
B9J08_001176,FRS1
B9J08_001177,SEC4
B9J08_001178,MCI4
B9J08_001179,IFU5_WWM1
B9J08_001180,B9J08_001180
B9J08_001181,OPI1
B9J08_001182,B9J08_001182
B9J08_001183,ZRC1
B9J08_001184,B9J08_001184
B9J08_001185,ZRT3
B9J08_001186,YKL077W
B9J08_001187,SAM37
B9J08_001188,RNA14
B9J08_001189,B9J08_001189
B9J08_001190,MTF1
B9J08_001191,B9J08_001191
B9J08_001192,SNF2
B9J08_001193,NMD4
B9J08_001194,SPR3
B9J08_001195,B9J08_001195
B9J08_001196,CSA1
B9J08_001197,B9J08_001197
B9J08_001198,B9J08_001198
B9J08_001199,PGA1
B9J08_001200,IGO2
B9J08_001201,B9J08_001201
B9J08_001202,NUO2
B9J08_001203,NSG2
B9J08_001204,WSS1
B9J08_001205,THI6
B9J08_001206,ATF2
B9J08_001207,FUM12_FUM1
B9J08_001208,B9J08_001208
B9J08_001209,RAD4
B9J08_001210,YDR090C
B9J08_001211,HIR3
B9J08_001212,B9J08_001212
B9J08_001213,NAG4_TPO3
B9J08_001214,B9J08_001214
B9J08_001215,B9J08_001215
B9J08_001216,PMT4
B9J08_001217,PPX1
B9J08_001218,IPA1
B9J08_001219,B9J08_001219
B9J08_001220,CSM3
B9J08_001221,B9J08_001221
B9J08_001222,RPN10
B9J08_001223,B9J08_001223
B9J08_001224,ECM17_MET5
B9J08_001225,VTC5
B9J08_001226,B9J08_001226
B9J08_001227,TDH3
B9J08_001228,PMT2
B9J08_001229,ISA2
B9J08_001230,TPD3
B9J08_001231,PMU1
B9J08_001232,FCR1_CAT8
B9J08_001233,B9J08_001233
B9J08_001234,B9J08_001234
B9J08_001235,B9J08_001235
B9J08_001236,CAS1_YKU70
B9J08_001237,APS2
B9J08_001238,CDC8
B9J08_001239,SVL3
B9J08_001240,B9J08_001240
B9J08_001241,AVT4
B9J08_001242,PGA1
B9J08_001243,EIF4E_CDC33
B9J08_001244,YNL320W
B9J08_001245,RTC1
B9J08_001246,SLD5
B9J08_001247,B9J08_001247
B9J08_001248,MCD1
B9J08_001249,CTA26
B9J08_001250,ATP16
B9J08_001251,MRPL25
B9J08_001252,SMD1
B9J08_001253,DFM1
B9J08_001254,VNX1
B9J08_001255,MAL2_IMA1
B9J08_001256,RPO21
B9J08_001257,POP3
B9J08_001258,RFC4
B9J08_001259,VPS52
B9J08_001260,HMI1
B9J08_001261,RTT103
B9J08_001262,CSM1
B9J08_001263,YCR087C-A
B9J08_001264,COX16
B9J08_001265,TUP1
B9J08_001266,MVD_MVD1
B9J08_001267,CRD1
B9J08_001268,B9J08_001268
B9J08_001269,SPO73
B9J08_001270,RCA1_CST6
B9J08_001271,CCT8
B9J08_001272,TRP1
B9J08_001273,VPS53
B9J08_001274,KEL1
B9J08_001275,RIM8
B9J08_001276,NSR1
B9J08_001277,LEU4
B9J08_001278,RPL16A
B9J08_001279,UGA2
B9J08_001280,TGL2
B9J08_001281,COQ6
B9J08_001282,VPS75
B9J08_001283,RPA49
B9J08_001284,YJR098C
B9J08_001285,ZCF18_LYS14
B9J08_001286,YTA12
B9J08_001287,B9J08_001287
B9J08_001288,NPL6
B9J08_001289,FGR15_RPN4
B9J08_001290,B9J08_001290
B9J08_001291,TGL1
B9J08_001292,SOD4
B9J08_001293,OPT6_OPT2
B9J08_001294,AMD2
B9J08_001295,NUC1
B9J08_001296,FAS1
B9J08_001297,VIP1
B9J08_001298,PRS1
B9J08_001299,BER1
B9J08_001300,SKN7
B9J08_001301,ROT2
B9J08_001302,BRE1
B9J08_001303,BDF1
B9J08_001304,DUS4
B9J08_001305,SMC4
B9J08_001306,B9J08_001306
B9J08_001307,CSF1
B9J08_001308,EIP1
B9J08_001309,XDJ1
B9J08_001310,B9J08_001310
B9J08_001311,COF1
B9J08_001312,B9J08_001312
B9J08_001313,B9J08_001313
B9J08_001314,B9J08_001314
B9J08_001315,DAL2
B9J08_001316,EFM3
B9J08_001317,B9J08_001317
B9J08_001318,BET5
B9J08_001319,AMF1
B9J08_001320,HFI1
B9J08_001321,USO5
B9J08_001322,YAH1
B9J08_001323,VTI1
B9J08_001324,YMR196W
B9J08_001325,SPS19
B9J08_001326,B9J08_001326
B9J08_001327,B9J08_001327
B9J08_001328,B9J08_001328
B9J08_001329,GIS2
B9J08_001330,FOL1
B9J08_001331,RTC4
B9J08_001332,PHO4
B9J08_001333,B9J08_001333
B9J08_001334,B9J08_001334
B9J08_001335,YNR040W
B9J08_001336,NAM8
B9J08_001337,RPC25
B9J08_001338,RPT1
B9J08_001339,B9J08_001339
B9J08_001340,RVS161
B9J08_001341,B9J08_001341
B9J08_001342,B9J08_001342
B9J08_001343,RAD3
B9J08_001344,ADK2
B9J08_001345,ADK2
B9J08_001346,LEO1
B9J08_001347,SAC7
B9J08_001348,IPL1
B9J08_001349,SGF73
B9J08_001350,B9J08_001350
B9J08_001351,RCF2
B9J08_001352,PEX32
B9J08_001353,CGR1
B9J08_001354,TBP1_SPT15
B9J08_001355,APN2
B9J08_001356,PEA2
B9J08_001357,B9J08_001357
B9J08_001358,CBF5
B9J08_001359,VPS23_STP22
B9J08_001360,VMA9
B9J08_001361,B9J08_001361
B9J08_001362,AGP3
B9J08_001363,DBP3
B9J08_001364,B9J08_001364
B9J08_001365,ERO1
B9J08_001366,PGA6_CCW12
B9J08_001367,ARG81
B9J08_001368,DAK2
B9J08_001369,B9J08_001369
B9J08_001370,B9J08_001370
B9J08_001371,LYS143_LYS14
B9J08_001372,ERG5
B9J08_001373,VAC7
B9J08_001374,PFK26
B9J08_001375,HPM1
B9J08_001376,MSN5
B9J08_001377,RPF1
B9J08_001378,TFB1
B9J08_001379,HTD2
B9J08_001380,RBT7_RNY1
B9J08_001381,SOD1
B9J08_001382,YHR138C
B9J08_001383,AMS1
B9J08_001384,SDO1
B9J08_001385,ZUO1
B9J08_001386,GLC8
B9J08_001387,ARL1
B9J08_001388,TYR1
B9J08_001389,ERG8
B9J08_001390,B9J08_001390
B9J08_001391,GPB1
B9J08_001392,TIM10
B9J08_001393,CYT2
B9J08_001394,ERV29
B9J08_001395,B9J08_001395
B9J08_001396,SKI6
B9J08_001397,GPI14
B9J08_001398,B9J08_001398
B9J08_001399,YMC1
B9J08_001400,TFG1
B9J08_001401,HGH1
B9J08_001402,CPS1
B9J08_001403,AIM2
B9J08_001404,YPL109C
B9J08_001405,LPL1
B9J08_001406,PRE7
B9J08_001407,ERD2
B9J08_001408,B9J08_001408
B9J08_001409,PGA38_FLO5
B9J08_001410,CFT1
B9J08_001411,GPI11
B9J08_001412,MPS3
B9J08_001413,TYS1
B9J08_001414,UBR1
B9J08_001415,UBR2
B9J08_001416,ABP1
B9J08_001417,EAR1
B9J08_001418,BGL2
B9J08_001419,YMR310C
B9J08_001420,BFR1
B9J08_001421,IDI1
B9J08_001422,LAB5_LIP5
B9J08_001423,HOS3
B9J08_001424,BEM3
B9J08_001425,TOA1
B9J08_001426,PGA54
B9J08_001427,SLA2
B9J08_001428,DIC1
B9J08_001429,APA2
B9J08_001430,SPB1
B9J08_001431,PEP3
B9J08_001432,SAC6
B9J08_001433,B9J08_001433
B9J08_001434,MRT4
B9J08_001435,MIF2
B9J08_001436,CRT10
B9J08_001437,B9J08_001437
B9J08_001438,YKL069W
B9J08_001439,HEK2
B9J08_001440,B9J08_001440
B9J08_001441,B9J08_001441
B9J08_001442,SRP54
B9J08_001443,MHP1
B9J08_001444,ELF1
B9J08_001445,GYP6
B9J08_001446,SAM51
B9J08_001447,THR1
B9J08_001448,ERG11
B9J08_001449,HMS1
B9J08_001450,CFL4_FRE2
B9J08_001451,RMT2
B9J08_001452,MAS2
B9J08_001453,PAP1
B9J08_001454,OBPA_OSH7
B9J08_001455,PIKA_PIK1
B9J08_001456,B9J08_001456
B9J08_001457,RCY1
B9J08_001458,RBT1
B9J08_001459,B9J08_001459
B9J08_001460,MRPL36
B9J08_001461,CCT7
B9J08_001462,CCN1_CLB3
B9J08_001463,MYO1
B9J08_001464,PHO84
B9J08_001465,DPP1
B9J08_001466,B9J08_001466
B9J08_001467,SAM2
B9J08_001468,B9J08_001468
B9J08_001469,MRC1
B9J08_001470,B9J08_001470
B9J08_001471,KRR1
B9J08_001472,B9J08_001472
B9J08_001473,SQT1
B9J08_001474,PRI1
B9J08_001475,EGH1
B9J08_001476,PRP22
B9J08_001477,PRE1
B9J08_001478,RIB5
B9J08_001479,B9J08_001479
B9J08_001480,B9J08_001480
B9J08_001481,B9J08_001481
B9J08_001482,B9J08_001482
B9J08_001483,MNN41_MNN4
B9J08_001484,POT1
B9J08_001485,B9J08_001485
B9J08_001486,B9J08_001486
B9J08_001487,SIT1_ARN1
B9J08_001488,B9J08_001488
B9J08_001489,PHO113_PHO11
B9J08_001490,B9J08_001490
B9J08_001491,B9J08_001491
B9J08_001492,EMW1
B9J08_001493,AKL1
B9J08_001494,ORC2
B9J08_001495,RPC11
B9J08_001496,PSO2
B9J08_001497,ECM2
B9J08_001498,TRM732
B9J08_001499,SIT1
B9J08_001500,B9J08_001500
B9J08_001501,RDH54
B9J08_001502,VMS1
B9J08_001503,HEM12
B9J08_001504,B9J08_001504
B9J08_001505,B9J08_001505
B9J08_001506,PFF1
B9J08_001507,PHR3_GAS4
B9J08_001508,B9J08_001508
B9J08_001509,EXM2_LUC7
B9J08_001510,STE24
B9J08_001511,LMO1
B9J08_001512,DRS1
B9J08_001513,SYS1
B9J08_001514,B9J08_001514
B9J08_001515,ALK2_DIT2
B9J08_001516,MNN1_MNT4
B9J08_001517,B9J08_001517
B9J08_001518,SAP2_YPS3
B9J08_001519,SIT1_ARN1
B9J08_001520,B9J08_001520
B9J08_001521,SIT1_ARN1
B9J08_001522,B9J08_001522
B9J08_001523,YNR062C
B9J08_001524,ZCF2_YNR063W
B9J08_001525,ALK8
B9J08_001526,HGT10_HXT5
B9J08_001527,HGT7_STL1
B9J08_001528,HGT10_STL1
B9J08_001529,EGH1
B9J08_001530,DIP5
B9J08_001531,IFF4_FLO1
B9J08_001532,VPS70
B9J08_001533,ALD5_ALD4
B9J08_001534,SAP3_YPS3
B9J08_001535,CYB2
B9J08_001536,B9J08_001536
B9J08_001537,B9J08_001537
B9J08_001538,B9J08_001538
B9J08_001539,PPR1
B9J08_001540,B9J08_001540
B9J08_001541,B9J08_001541
B9J08_001542,SIT1
B9J08_001543,DPH5
B9J08_001544,PER1
B9J08_001545,B9J08_001545
B9J08_001546,SAP8_YPS3
B9J08_001547,SIT1_ARN1
B9J08_001548,SIT1_ARN2
B9J08_001549,B9J08_001549
B9J08_001550,AIM14
B9J08_001551,B9J08_001551
B9J08_001552,B9J08_001552
B9J08_001553,BTS1
B9J08_001554,B9J08_001554
B9J08_001555,B9J08_001555
B9J08_001556,B9J08_001556
B9J08_001557,SPT6
B9J08_001558,AIM17
B9J08_001559,PRM10
B9J08_001560,TSR4
B9J08_001561,IFM1
B9J08_001562,DBF4
B9J08_001563,B9J08_001563
B9J08_001564,CDC34
B9J08_001565,AIP5_YFR016C
B9J08_001566,SCP160
B9J08_001567,MUP1
B9J08_001568,MRPL51
B9J08_001569,ZCF3
B9J08_001570,JLP1
B9J08_001571,JLP1
B9J08_001572,CTA3_EDE1
B9J08_001573,GAR1
B9J08_001574,MRX8
B9J08_001575,YJR112W-A
B9J08_001576,PLD1_SPO14
B9J08_001577,SVP26
B9J08_001578,MET2
B9J08_001579,YFT2
B9J08_001580,PTC1
B9J08_001581,PMR1
B9J08_001582,YJU3
B9J08_001583,B9J08_001583
B9J08_001584,PET100
B9J08_001585,VPS41
B9J08_001586,SEC34_COG3
B9J08_001587,MCM10
B9J08_001588,DIT2
B9J08_001589,YER156C
B9J08_001590,B9J08_001590
B9J08_001591,GAD1
B9J08_001592,VRG4
B9J08_001593,CSE1
B9J08_001594,HAP2
B9J08_001595,ZCF4_UME6
B9J08_001596,B9J08_001596
B9J08_001597,CMS1
B9J08_001598,MTO1
B9J08_001599,B9J08_001599
B9J08_001600,YFR045W
B9J08_001601,ECO1
B9J08_001602,BNA6
B9J08_001603,DOC1
B9J08_001604,SMI1
B9J08_001605,GCS1_GSH1
B9J08_001606,"ADE5,7"
B9J08_001607,MRPL3
B9J08_001608,ERD1
B9J08_001609,RRP17
B9J08_001610,LRP1
B9J08_001611,IRE1
B9J08_001612,YSP2
B9J08_001613,PHO100
B9J08_001614,PHO100
B9J08_001615,PEX3
B9J08_001616,SKP1
B9J08_001617,B9J08_001617
B9J08_001618,UBX5
B9J08_001619,KSP1
B9J08_001620,YJL206C
B9J08_001621,B9J08_001621
B9J08_001622,GRP2_GRE2
B9J08_001623,RTT10
B9J08_001624,ILS1
B9J08_001625,B9J08_001625
B9J08_001626,TSM1_TAF2
B9J08_001627,VPS9
B9J08_001628,B9J08_001628
B9J08_001629,B9J08_001629
B9J08_001630,B9J08_001630
B9J08_001631,CDC37
B9J08_001632,NAB3
B9J08_001633,YMR315W
B9J08_001634,SEC20
B9J08_001635,NGL2
B9J08_001636,MOB1
B9J08_001637,B9J08_001637
B9J08_001638,B9J08_001638
B9J08_001639,B9J08_001639
B9J08_001640,SOD6
B9J08_001641,ISA1
B9J08_001642,FRA1
B9J08_001643,PDR6_KAP122
B9J08_001644,RFA1
B9J08_001645,STR3
B9J08_001646,B9J08_001646
B9J08_001647,CDH1
B9J08_001648,ARO8
B9J08_001649,HIR1
B9J08_001650,GET1
B9J08_001651,CKB1
B9J08_001652,JAC1
B9J08_001653,SEC23
B9J08_001654,AOS1
B9J08_001655,HDA3
B9J08_001656,PRP4
B9J08_001657,B9J08_001657
B9J08_001658,AXL1
B9J08_001659,B9J08_001659
B9J08_001660,AMO2
B9J08_001661,B9J08_001661
B9J08_001662,B9J08_001662
B9J08_001663,B9J08_001663
B9J08_001664,B9J08_001664
B9J08_001665,BGL22
B9J08_001666,B9J08_001666
B9J08_001667,DPB2
B9J08_001668,BET2
B9J08_001669,MNN14_MNT4
B9J08_001670,MDE1
B9J08_001671,LSM8
B9J08_001672,GAP1
B9J08_001673,GAP2_GAP1
B9J08_001674,NOP5_NOP58
B9J08_001675,DNA2
B9J08_001676,HRD3
B9J08_001677,STV1
B9J08_001678,B9J08_001678
B9J08_001679,CPH2_HMS1
B9J08_001680,B9J08_001680
B9J08_001681,ORC3
B9J08_001682,DGA1
B9J08_001683,B9J08_001683
B9J08_001684,MEU1
B9J08_001685,B9J08_001685
B9J08_001686,RPS4A
B9J08_001687,ISN1
B9J08_001688,ENV9
B9J08_001689,B9J08_001689
B9J08_001690,LTO1
B9J08_001691,LIN1
B9J08_001692,ORC5
B9J08_001693,POL2
B9J08_001694,YIF1
B9J08_001695,TPS1
B9J08_001696,MDM36
B9J08_001697,PTC4
B9J08_001698,B9J08_001698
B9J08_001699,YPR084W
B9J08_001700,B9J08_001700
B9J08_001701,VMA2
B9J08_001702,ACO2
B9J08_001703,BUD5
B9J08_001704,ECM32
B9J08_001705,GPI17
B9J08_001706,TMA64
B9J08_001707,GRR1
B9J08_001708,MRPL1
B9J08_001709,B9J08_001709
B9J08_001710,APC4
B9J08_001711,B9J08_001711
B9J08_001712,GAA1
B9J08_001713,ALT1
B9J08_001714,B9J08_001714
B9J08_001715,URK1
B9J08_001716,PRP2
B9J08_001717,GAT2
B9J08_001718,CYR1
B9J08_001719,B9J08_001719
B9J08_001720,ZCF30
B9J08_001721,B9J08_001721
B9J08_001722,B9J08_001722
B9J08_001723,PTH1
B9J08_001724,PXA2
B9J08_001725,B9J08_001725
B9J08_001726,YAK1
B9J08_001727,PEX28
B9J08_001728,ERV41
B9J08_001729,ZCF32
B9J08_001730,SEN1
B9J08_001731,B9J08_001731
B9J08_001732,CNB1
B9J08_001733,SPS19
B9J08_001734,TUS1
B9J08_001735,B9J08_001735
B9J08_001736,RSA3
B9J08_001737,FCY23_TPN1
B9J08_001738,BUL1
B9J08_001739,RNA1
B9J08_001740,POX1-3_POX1
B9J08_001741,PXP2_POX1
B9J08_001742,FAB1
B9J08_001743,PAL1
B9J08_001744,MRP1
B9J08_001745,DBP5
B9J08_001746,B9J08_001746
B9J08_001747,GEP3
B9J08_001748,TCC1_CYC8
B9J08_001749,CTO1
B9J08_001750,B9J08_001750
B9J08_001751,B9J08_001751
B9J08_001752,B9J08_001752
B9J08_001753,YCR016W
B9J08_001754,TIP120
B9J08_001755,B9J08_001755
B9J08_001756,LYS4
B9J08_001757,RCE1
B9J08_001758,ZDS1
B9J08_001759,SCS7
B9J08_001760,B9J08_001760
B9J08_001761,URA5
B9J08_001762,SEC65
B9J08_001763,B9J08_001763
B9J08_001764,CDC4
B9J08_001765,CDC60
B9J08_001766,PRP24
B9J08_001767,TMA23
B9J08_001768,MDM1
B9J08_001769,RRP5
B9J08_001770,ETP1
B9J08_001771,YKL033W-A
B9J08_001772,PRS1_PRS3
B9J08_001773,TAF7
B9J08_001774,YPK9
B9J08_001775,ATO7_ATO2
B9J08_001776,VTC1
B9J08_001777,B9J08_001777
B9J08_001778,ANR2
B9J08_001779,PBP1
B9J08_001780,SEC6
B9J08_001781,B9J08_001781
B9J08_001782,YJU2
B9J08_001783,RPN1
B9J08_001784,VMA16
B9J08_001785,YDR132C
B9J08_001786,ARG83_ARG81
B9J08_001787,RGT1
B9J08_001788,EMP70
B9J08_001789,UME7_UME6
B9J08_001790,VPS30
B9J08_001791,B9J08_001791
B9J08_001792,B9J08_001792
B9J08_001793,ALG6
B9J08_001794,B9J08_001794
B9J08_001795,PNG1
B9J08_001796,DHR2
B9J08_001797,MSY1
B9J08_001798,HAL21_MET22
B9J08_001799,GUT2
B9J08_001800,UBX2
B9J08_001801,IMP2'
B9J08_001802,HEX3_SLX5
B9J08_001803,NOP1
B9J08_001804,B9J08_001804
B9J08_001805,UMP1
B9J08_001806,SMY2
B9J08_001807,B9J08_001807
B9J08_001808,VPS5
B9J08_001809,SOU1_SPS19
B9J08_001810,NST1
B9J08_001811,YVC1
B9J08_001812,B9J08_001812
B9J08_001813,ISW1
B9J08_001814,GPX3_HYR1
B9J08_001815,MDM34
B9J08_001816,CHS7
B9J08_001817,RGD1
B9J08_001818,SHG1
B9J08_001819,RTT101
B9J08_001820,QCR10
B9J08_001821,ACP1
B9J08_001822,MRPS12
B9J08_001823,ARC35
B9J08_001824,PBS2
B9J08_001825,REV3
B9J08_001826,HAC1
B9J08_001827,BUD16
B9J08_001828,YDL144C
B9J08_001829,LSB6
B9J08_001830,PGA45
B9J08_001831,B9J08_001831
B9J08_001832,PHO87
B9J08_001833,DUG2
B9J08_001834,TPO4
B9J08_001835,BRL1
B9J08_001836,IPI1
B9J08_001837,RRF1
B9J08_001838,MON1
B9J08_001839,SEC22
B9J08_001840,YJR056C
B9J08_001841,GCD1
B9J08_001842,RPT4
B9J08_001843,MRPL40
B9J08_001844,NIP100
B9J08_001845,SPT14
B9J08_001846,MEX67
B9J08_001847,DAP1
B9J08_001848,NAT5
B9J08_001849,SEC63
B9J08_001850,ADE17
B9J08_001851,RPL15A_RPL15B
B9J08_001852,STP2
B9J08_001853,FMP52
B9J08_001854,STP2
B9J08_001855,OCA4
B9J08_001856,CTR1
B9J08_001857,SEC8
B9J08_001858,MMS4
B9J08_001859,FES1
B9J08_001860,PGK1
B9J08_001861,FAT1
B9J08_001862,B9J08_001862
B9J08_001863,COX15
B9J08_001864,EMP65
B9J08_001865,RTR1
B9J08_001866,B9J08_001866
B9J08_001867,B9J08_001867
B9J08_001868,CDC14
B9J08_001869,AIM7
B9J08_001870,RPS13
B9J08_001871,TIF11
B9J08_001872,CTK3
B9J08_001873,TPS3
B9J08_001874,YMR262W
B9J08_001875,TPI1
B9J08_001876,DET1
B9J08_001877,B9J08_001877
B9J08_001878,KRS1
B9J08_001879,TRM7
B9J08_001880,RSM10
B9J08_001881,YBR062C
B9J08_001882,B9J08_001882
B9J08_001883,DLD2_DLD1
B9J08_001884,BIO2
B9J08_001885,RPL22B
B9J08_001886,B9J08_001886
B9J08_001887,HEM1
B9J08_001888,SPC98
B9J08_001889,CRC1
B9J08_001890,PPH21
B9J08_001891,B9J08_001891
B9J08_001892,B9J08_001892
B9J08_001893,TFP1_VMA1
B9J08_001894,B9J08_001894
B9J08_001895,YDL183C
B9J08_001896,SRF1
B9J08_001897,CDC53
B9J08_001898,INO80
B9J08_001899,MLT1_BPT1
B9J08_001900,BRO1
B9J08_001901,UTR2
B9J08_001902,COP1
B9J08_001903,PPT1
B9J08_001904,SCM3
B9J08_001905,AFG3
B9J08_001906,DIG2
B9J08_001907,MNT1_KTR1
B9J08_001908,MNT2_KRE2
B9J08_001909,NPL4
B9J08_001910,MSI3_SSE1
B9J08_001911,SKY1
B9J08_001912,ELP3
B9J08_001913,MBA1
B9J08_001914,LEE1
B9J08_001915,NOG1
B9J08_001916,MNN9
B9J08_001917,CAM1
B9J08_001918,AHR1
B9J08_001919,B9J08_001919
B9J08_001920,STB5_GAL4
B9J08_001921,HAL3_SIS2
B9J08_001922,RPL10A_RPL1A
B9J08_001923,MRM2
B9J08_001924,SEC27
B9J08_001925,ALG11
B9J08_001926,STB1
B9J08_001927,MAP2
B9J08_001928,SCS2
B9J08_001929,AVT6
B9J08_001930,AOX2
B9J08_001931,SSU81_SHO1
B9J08_001932,ASR1
B9J08_001933,FMP40
B9J08_001934,ARO1
B9J08_001935,MNN2
B9J08_001936,AMF1
B9J08_001937,NIT3
B9J08_001938,IMO32
B9J08_001939,RIX7
B9J08_001940,HSP12
B9J08_001941,ESF2
B9J08_001942,B9J08_001942
B9J08_001943,DOP1
B9J08_001944,YLR118C
B9J08_001945,DUS1
B9J08_001946,TDA9
B9J08_001947,B9J08_001947
B9J08_001948,SIT1_ARN1
B9J08_001949,B9J08_001949
B9J08_001950,B9J08_001950
B9J08_001951,CSA1
B9J08_001952,FUR4_NRT1
B9J08_001953,B9J08_001953
B9J08_001954,B9J08_001954
B9J08_001955,MCA1
B9J08_001956,SPS20_SPS19
B9J08_001957,HLJ1
B9J08_001958,SAP9_YPS1
B9J08_001959,NIK1_SLN1
B9J08_001960,POL3
B9J08_001961,MED5_NUT1
B9J08_001962,B9J08_001962
B9J08_001963,PEX14
B9J08_001964,HEM25
B9J08_001965,CDC43
B9J08_001966,LYS5
B9J08_001967,GLY1
B9J08_001968,ALD4
B9J08_001969,B9J08_001969
B9J08_001970,B9J08_001970
B9J08_001971,B9J08_001971
B9J08_001972,INO80
B9J08_001973,YJR085C
B9J08_001974,RPS3
B9J08_001975,ADE6
B9J08_001976,YLR363W-A
B9J08_001977,FMP42
B9J08_001978,B9J08_001978
B9J08_001979,RPB8
B9J08_001980,MVB12
