gene,name
B9J08_001981,MNT4
B9J08_001982,B9J08_001982
B9J08_001983,B9J08_001983
B9J08_001984,HGT10_HXT10
B9J08_001985,B9J08_001985
B9J08_001986,B9J08_001986
B9J08_001987,CYB2
B9J08_001988,B9J08_001988
B9J08_001989,UGP1
B9J08_001990,B9J08_001990
B9J08_001991,NPT1
B9J08_001992,KAP120
B9J08_001993,COX11
B9J08_001994,BET4
B9J08_001995,GTT13_GTT1
B9J08_001996,JLP1
B9J08_001997,KTR4
B9J08_001998,OPT1
B9J08_001999,MSD1
B9J08_002000,NOP9
B9J08_002001,GTT11_GTT1
B9J08_002002,HBR3_NOB1
B9J08_002003,IRS4_TAX4
B9J08_002004,HDA2
B9J08_002005,DPL1
B9J08_002006,YPQ2
B9J08_002007,B9J08_002007
B9J08_002008,ASE1
B9J08_002009,LSG1
B9J08_002010,SAR1
B9J08_002011,FMO1
B9J08_002012,B9J08_002012
B9J08_002013,AIM9
B9J08_002014,TRS20
B9J08_002015,CTA9
B9J08_002016,MED22
B9J08_002017,MTC4
B9J08_002018,TRX1
B9J08_002019,MRS7_YLH47
B9J08_002020,DUT1
B9J08_002021,B9J08_002021
B9J08_002022,RLF2
B9J08_002023,SLX4
B9J08_002024,RPH1
B9J08_002025,RAD24
B9J08_002026,GRX3
B9J08_002027,ADR1
B9J08_002028,B9J08_002028
B9J08_002029,YPR098C
B9J08_002030,MSH6
B9J08_002031,B9J08_002031
B9J08_002032,PSA2_PSA1
B9J08_002033,REX3
B9J08_002034,AKR1
B9J08_002035,YLR326W
B9J08_002036,B9J08_002036
B9J08_002037,B9J08_002037
B9J08_002038,FPR2
B9J08_002039,POF1
B9J08_002040,SPS22
B9J08_002041,MDN1
B9J08_002042,PTC8_PTC7
B9J08_002043,ARO1
B9J08_002044,CCA1
B9J08_002045,B9J08_002045
B9J08_002046,B9J08_002046
B9J08_002047,AGE1
B9J08_002048,TFB3
B9J08_002049,B9J08_002049
B9J08_002050,CGI121
B9J08_002051,EXO1
B9J08_002052,B9J08_002052
B9J08_002053,SPS1
B9J08_002054,RBA50
B9J08_002055,B9J08_002055
B9J08_002056,EMC1
B9J08_002057,SEF2_SEF1
B9J08_002058,PEX29
B9J08_002059,HST3
B9J08_002060,SNF1
B9J08_002061,B9J08_002061
B9J08_002062,PHO92
B9J08_002063,CAT5
B9J08_002064,NUF2
B9J08_002065,SGE1_VBA5
B9J08_002066,GPR1
B9J08_002067,AGP2
B9J08_002068,KIS1_GAL83
B9J08_002069,STE2
B9J08_002070,SIW14
B9J08_002071,AIM19
B9J08_002072,HHT21_HHT2
B9J08_002073,HHF22_HHF2
B9J08_002074,KTR2_KTR5
B9J08_002075,SDS3
B9J08_002076,SPT10
B9J08_002077,SPT10
B9J08_002078,URA2
B9J08_002079,DTR1
B9J08_002080,TRK1_TRK2
B9J08_002081,IMP4
B9J08_002082,MLF3
B9J08_002083,TSC11
B9J08_002084,B9J08_002084
B9J08_002085,ASF1
B9J08_002086,B9J08_002086
B9J08_002087,YBR287W
B9J08_002088,RHB1
B9J08_002089,IFG3
B9J08_002090,YND1
B9J08_002091,FYV10
B9J08_002092,BMT5
B9J08_002093,UBP1
B9J08_002094,PUB1
B9J08_002095,TRM12
B9J08_002096,CRZ1
B9J08_002097,SAM50
B9J08_002098,CAB2
B9J08_002099,CPR6_CPR3
B9J08_002100,SSN8
B9J08_002101,LAC1_LAG1
B9J08_002102,AVT7
B9J08_002103,B9J08_002103
B9J08_002104,MDG1
B9J08_002105,NCR1
B9J08_002106,DCD1
B9J08_002107,FMP41
B9J08_002108,FTR1
B9J08_002109,ENG1_DSE4
B9J08_002110,SIT1_ARN1
B9J08_002111,SPT7
B9J08_002112,TIM9
B9J08_002113,SLM5
B9J08_002114,HIS2
B9J08_002115,YHR020W
B9J08_002116,DED81
B9J08_002117,ARG4
B9J08_002118,B9J08_002118
B9J08_002119,B9J08_002119
B9J08_002120,ENP2
B9J08_002121,ISY1
B9J08_002122,PNC1
B9J08_002123,OCH1
B9J08_002124,DED1
B9J08_002125,UTR1
B9J08_002126,GDA1
B9J08_002127,IFH1
B9J08_002128,BYE1
B9J08_002129,RAD9
B9J08_002130,PUT1
B9J08_002131,SLS1
B9J08_002132,B9J08_002132
B9J08_002133,MCP2
B9J08_002134,B9J08_002134
B9J08_002135,UTP13
B9J08_002136,WOR2_ARG81
B9J08_002137,SRC1
B9J08_002138,GIR2
B9J08_002139,NBP2
B9J08_002140,RRN5
B9J08_002141,B9J08_002141
B9J08_002142,CYP1_CPR1
B9J08_002143,AHP2_AHP1
B9J08_002144,AVL9
B9J08_002145,TRM82
B9J08_002146,YCF1
B9J08_002147,SEC1
B9J08_002148,YMD8
B9J08_002149,YPS7
B9J08_002150,SLN1
B9J08_002151,DAP2
B9J08_002152,TMA19
B9J08_002153,TRM13
B9J08_002154,BUD22
B9J08_002155,GTB1
B9J08_002156,B9J08_002156
B9J08_002157,OAR1
B9J08_002158,OFR1
B9J08_002159,PGA48_SED1
B9J08_002160,UBP3
B9J08_002161,B9J08_002161
B9J08_002162,RTT106
B9J08_002163,NUO3
B9J08_002164,YER152C
B9J08_002165,VAM7
B9J08_002166,YNL115C
B9J08_002167,DMA2
B9J08_002168,MAL31
B9J08_002169,SUC1_MAL13
B9J08_002170,UGA33_ECM22
B9J08_002171,HPA2_HPA3
B9J08_002172,YOR283W
B9J08_002173,ENA2
B9J08_002174,NAA25_MDM20
B9J08_002175,B9J08_002175
B9J08_002176,YBR138C
B9J08_002177,AMN1
B9J08_002178,ROD1
B9J08_002179,TLG2
B9J08_002180,SRD1_YOL019W
B9J08_002181,FAB1
B9J08_002182,VPS74
B9J08_002183,CHT4_CTS2
B9J08_002184,UBP14
B9J08_002185,ARO3
B9J08_002186,HNM1
B9J08_002187,YDR338C
B9J08_002188,DFG5
B9J08_002189,YMR130W
B9J08_002190,ZCF9_UPC2
B9J08_002191,APM2
B9J08_002192,POM152
B9J08_002193,ECM16
B9J08_002194,NYV1
B9J08_002195,DPB4
B9J08_002196,SAS2
B9J08_002197,RAD5
B9J08_002198,RSC58
B9J08_002199,SMF3
B9J08_002200,B9J08_002200
B9J08_002201,NFU1
B9J08_002202,PHO89
B9J08_002203,CAP2
B9J08_002204,TDA11
B9J08_002205,B9J08_002205
B9J08_002206,CLC1
B9J08_002207,ELP2
B9J08_002208,MED20_SRB2
B9J08_002209,HCA4
B9J08_002210,RPC53
B9J08_002211,SAS10
B9J08_002212,CCT4
B9J08_002213,CDC123
B9J08_002214,CGR1_YBR053C
B9J08_002215,HIT1
B9J08_002216,B9J08_002216
B9J08_002217,CTA7_STB4
B9J08_002218,CTA7
B9J08_002219,MIG1
B9J08_002220,CLG1
B9J08_002221,CHZ1
B9J08_002222,SMB1
B9J08_002223,YPT31_YPT32
B9J08_002224,CDC68_SPT16
B9J08_002225,PRI2
B9J08_002226,CSO99
B9J08_002227,XUT1
B9J08_002228,B9J08_002228
B9J08_002229,MNN4
B9J08_002230,CBF1
B9J08_002231,PDC11_PDC1
B9J08_002232,ATM1
B9J08_002233,TMA108
B9J08_002234,B9J08_002234
B9J08_002235,HRR25
B9J08_002236,PUS1
B9J08_002237,HGT10_STL1
B9J08_002238,ZCF20_CEP3
B9J08_002239,HGT2_STL1
B9J08_002240,B9J08_002240
B9J08_002241,SIT1_ARN1
B9J08_002242,DIP5
B9J08_002243,GIT3_GIT1
B9J08_002244,B9J08_002244
B9J08_002245,YML131W
B9J08_002246,MNN47_YJR061W
B9J08_002247,B9J08_002247
B9J08_002248,B9J08_002248
B9J08_002249,VBA5
B9J08_002250,HGT12_SNF3
B9J08_002251,HGT2_HXT13
B9J08_002252,YLR001C
B9J08_002253,SGN1
B9J08_002254,YKL070W
B9J08_002255,B9J08_002255
B9J08_002256,B9J08_002256
B9J08_002257,GRP1_GRE2
B9J08_002258,CCC1
B9J08_002259,HGT4_SNF3
B9J08_002260,NAS6
B9J08_002261,NCE102
B9J08_002262,KRE6
B9J08_002263,KRE6
B9J08_002264,CEM1
B9J08_002265,URN1
B9J08_002266,TRY4_ADR1
B9J08_002267,NCA2
B9J08_002268,PRE9
B9J08_002269,May-24
B9J08_002270,B9J08_002270
B9J08_002271,ULP1
B9J08_002272,ICP55
B9J08_002273,PHB1
B9J08_002274,VBA1
B9J08_002275,NUS1
B9J08_002276,ARF2
B9J08_002277,RPL35_RPL35A
B9J08_002278,UFD2
B9J08_002279,ZCF23_GSM1
B9J08_002280,GAP4_SAM3
B9J08_002281,TAF145_TAF1
B9J08_002282,B9J08_002282
B9J08_002283,RNH70
B9J08_002284,RNH70
B9J08_002285,RTT102
B9J08_002286,B9J08_002286
B9J08_002287,RIA1
B9J08_002288,B9J08_002288
B9J08_002289,DHH1
B9J08_002290,ADE4
B9J08_002291,EGD1
B9J08_002292,YMR155W
B9J08_002293,PRP28
B9J08_002294,CWC2
B9J08_002295,B9J08_002295
B9J08_002296,B9J08_002296
B9J08_002297,TNA1
B9J08_002298,CAT1_CTA1
B9J08_002299,RAI1
B9J08_002300,SLP1
B9J08_002301,MSS116
B9J08_002302,MSO1
B9J08_002303,"ARG5,6"
B9J08_002304,B9J08_002304
B9J08_002305,B9J08_002305
B9J08_002306,TMA16
B9J08_002307,CAF20
B9J08_002308,EFR3
B9J08_002309,B9J08_002309
B9J08_002310,TPT1
B9J08_002311,MZM1
B9J08_002312,UTP8
B9J08_002313,VPS11_PEP5
B9J08_002314,B9J08_002314
B9J08_002315,RTN1
B9J08_002316,TRM8
B9J08_002317,MRPL11
B9J08_002318,DCR1_RNT1
B9J08_002319,B9J08_002319
B9J08_002320,B9J08_002320
B9J08_002321,ARX1
B9J08_002322,BMH1_BMH2
B9J08_002323,CDC12
B9J08_002324,ARO80
B9J08_002325,PHM5_PPN1
B9J08_002326,YOX1
B9J08_002327,TIF34
B9J08_002328,YDL086W
B9J08_002329,GET3
B9J08_002330,B9J08_002330
B9J08_002331,B9J08_002331
B9J08_002332,B9J08_002332
B9J08_002333,B9J08_002333
B9J08_002334,B9J08_002334
B9J08_002335,CTF8
B9J08_002336,YDL057W
B9J08_002337,VPS22_SNF8
B9J08_002338,DEG1
B9J08_002339,SPB4
B9J08_002340,ULA1
B9J08_002341,TRY3_SLX8
B9J08_002342,NDE1
B9J08_002343,SRN2
B9J08_002344,MBP1
B9J08_002345,EGD2
B9J08_002346,DNF2
B9J08_002347,CFT2
B9J08_002348,NOC3
B9J08_002349,ERG5
B9J08_002350,GND1
B9J08_002351,MET3
B9J08_002352,YER134C
B9J08_002353,B9J08_002353
B9J08_002354,UTP20
B9J08_002355,RMD1
B9J08_002356,B9J08_002356
B9J08_002357,AIM24
B9J08_002358,MSS4
B9J08_002359,APD1
B9J08_002360,PDI1
B9J08_002361,AYR1
B9J08_002362,YDR444W
B9J08_002363,KGD1
B9J08_002364,PAM17
B9J08_002365,STH1
B9J08_002366,CCP1
B9J08_002367,RPL9B
B9J08_002368,PHA2
B9J08_002369,HRT1
B9J08_002370,MED7
B9J08_002371,APL2
B9J08_002372,B9J08_002372
B9J08_002373,MOG1
B9J08_002374,HOC1
B9J08_002375,LYS9
B9J08_002376,DML1
B9J08_002377,LIP2
B9J08_002378,B9J08_002378
B9J08_002379,SCJ1
B9J08_002380,PBN1
B9J08_002381,OPI3
B9J08_002382,VID24
B9J08_002383,TFB6
B9J08_002384,B9J08_002384
B9J08_002385,B9J08_002385
B9J08_002386,BRR6
B9J08_002387,LYS144
B9J08_002388,HST6_STE6
B9J08_002389,HST6_STE6
B9J08_002390,UBA1
B9J08_002391,EPS1
B9J08_002392,PMI1_PMI40
B9J08_002393,SGN1
B9J08_002394,NOP16
B9J08_002395,CFD1
B9J08_002396,BET1
B9J08_002397,B9J08_002397
B9J08_002398,LSB5
B9J08_002399,SUP35
B9J08_002400,IPK2_ARG82
B9J08_002401,SSO2
B9J08_002402,FCY21_FCY2
B9J08_002403,STU2
B9J08_002404,CIR1
B9J08_002405,TDA10
B9J08_002406,PRE3
B9J08_002407,B9J08_002407
B9J08_002408,EBP1_OYE2
B9J08_002409,CPR2
B9J08_002410,HRB1
B9J08_002411,OST1
B9J08_002412,YPF1
B9J08_002413,OYE23_OYE2
B9J08_002414,DNM1
B9J08_002415,B9J08_002415
B9J08_002416,B9J08_002416
B9J08_002417,B9J08_002417
B9J08_002418,B9J08_002418
B9J08_002419,B9J08_002419
B9J08_002420,FAS2
B9J08_002421,SEC7
B9J08_002422,STM1
B9J08_002423,STB3
B9J08_002424,CDC47_MCM7
B9J08_002425,B9J08_002425
B9J08_002426,THO1
B9J08_002427,JLP1
B9J08_002428,APE2_AAP1
B9J08_002429,ASN1_ASN2
B9J08_002430,RPN12
B9J08_002431,VPS28
B9J08_002432,RGL1
B9J08_002433,DFG10
B9J08_002434,YJL163C
B9J08_002435,FCY21_FCY2
B9J08_002436,NUO1
B9J08_002437,YOR292C
B9J08_002438,PBA1
B9J08_002439,COQ9
B9J08_002440,YKE2
B9J08_002441,B9J08_002441
B9J08_002442,UPS1
B9J08_002443,GNP2_AGP1
B9J08_002444,MAM3
B9J08_002445,RTK1
B9J08_002446,YKR051W
B9J08_002447,AIM23
B9J08_002448,ASG1
B9J08_002449,RIB1
B9J08_002450,B9J08_002450
B9J08_002451,CDR4_PDR5
B9J08_002452,MNL1
B9J08_002453,BAT21_BAT2
B9J08_002454,HYM1
B9J08_002455,VPS36
B9J08_002456,DUR3
B9J08_002457,"DUR1,2"
B9J08_002458,HAT1
B9J08_002459,PIL1_LSP1
B9J08_002460,REC8
B9J08_002461,NPC2
B9J08_002462,YGR125W
B9J08_002463,VPS70
B9J08_002464,FTH2_FTH1
B9J08_002465,SIT1_ARN1
B9J08_002466,BUD14
B9J08_002467,KAP104
B9J08_002468,GPI19
B9J08_002469,CPA2
B9J08_002470,SEC17
B9J08_002471,B9J08_002471
B9J08_002472,NNF1
B9J08_002473,MRPS28
B9J08_002474,PUS6
B9J08_002475,B9J08_002475
B9J08_002476,GZF3
B9J08_002477,PGM2
B9J08_002478,AAT1
B9J08_002479,ZTA1
B9J08_002480,HGT7_GAL2
B9J08_002481,HGT8_HXT9
B9J08_002482,BMT2
B9J08_002483,MAK5
B9J08_002484,ERF1_SUP45
B9J08_002485,LEM3
B9J08_002486,B9J08_002486
B9J08_002487,CDC15
B9J08_002488,PEX2
B9J08_002489,B9J08_002489
B9J08_002490,SNU66
B9J08_002491,CCC2
B9J08_002492,B9J08_002492
B9J08_002493,PGA58
B9J08_002494,MTR10
B9J08_002495,GUK1
B9J08_002496,SAT4
B9J08_002497,CDC28
B9J08_002498,B9J08_002498
B9J08_002499,B9J08_002499
B9J08_002500,B9J08_002500
B9J08_002501,IFA38
B9J08_002502,MMS2
B9J08_002503,MAD1
B9J08_002504,PRP6
B9J08_002505,RRB1
B9J08_002506,KEL3
B9J08_002507,B9J08_002507
B9J08_002508,DIM1
B9J08_002509,B9J08_002509
B9J08_002510,KAR9
B9J08_002511,B9J08_002511
B9J08_002512,AGM1_PCM1
B9J08_002513,LCL3
B9J08_002514,B9J08_002514
B9J08_002515,B9J08_002515
B9J08_002516,B9J08_002516
B9J08_002517,SHE3
B9J08_002518,ASA1
B9J08_002519,HBR2_AGX1
B9J08_002520,CCJ1_XDJ1
B9J08_002521,TOP2
B9J08_002522,B9J08_002522
B9J08_002523,B9J08_002523
B9J08_002524,GAT1
B9J08_002525,B9J08_002525
B9J08_002526,CUE5
B9J08_002527,B9J08_002527
B9J08_002528,B9J08_002528
B9J08_002529,BRG1_GAT2
B9J08_002530,YKR070W
B9J08_002531,MET1
B9J08_002532,ETT1
B9J08_002533,TMC1
B9J08_002534,SCT2_GPT2
B9J08_002535,BET3
B9J08_002536,SUR2
B9J08_002537,TMT1
B9J08_002538,PRN4
B9J08_002539,POL32
B9J08_002540,B9J08_002540
B9J08_002541,B9J08_002541
B9J08_002542,SIP5
B9J08_002543,B9J08_002543
B9J08_002544,HST7_STE7
B9J08_002545,WOR3
B9J08_002546,YDL157C
B9J08_002547,MGR3
B9J08_002548,RET2
B9J08_002549,PDE1
B9J08_002550,PRE4
B9J08_002551,YMR31
B9J08_002552,B9J08_002552
B9J08_002553,GET4
B9J08_002554,DDP1
B9J08_002555,SSP120
B9J08_002556,MIX14
B9J08_002557,MNN4
B9J08_002558,LST7
B9J08_002559,B9J08_002559
B9J08_002560,RBR2_TIP1
B9J08_002561,B9J08_002561
B9J08_002562,TAF5
B9J08_002563,B9J08_002563
B9J08_002564,GPI2
B9J08_002565,YPL077C
B9J08_002566,HXK2
B9J08_002567,MIM1
B9J08_002568,PRE6
B9J08_002569,RAD27
B9J08_002570,NUP116
B9J08_002571,APN1
B9J08_002572,GFD2
B9J08_002573,TEL2
B9J08_002574,B9J08_002574
B9J08_002575,VPS70
B9J08_002576,ZCF22_ECM22
B9J08_002577,B9J08_002577
B9J08_002578,FEN2
B9J08_002579,B9J08_002579
B9J08_002580,SUA71_SUA7
B9J08_002581,SIT1_ENB1
B9J08_002582,ALS4_SAG1
B9J08_002583,YIL166C
B9J08_002584,B9J08_002584
B9J08_002585,MCH2
B9J08_002586,B9J08_002586
B9J08_002587,AGT1
B9J08_002588,PNS1
B9J08_002589,VPS29
B9J08_002590,CDC36
B9J08_002591,B9J08_002591
B9J08_002592,B9J08_002592
B9J08_002593,B9J08_002593
B9J08_002594,HST1
B9J08_002595,RSC2
B9J08_002596,SCW4
B9J08_002597,BOS1
B9J08_002598,FMP32
B9J08_002599,FMP25
B9J08_002600,PMM1_SEC53
B9J08_002601,RPL10
B9J08_002602,BUD20
B9J08_002603,OTU1
B9J08_002604,BFR2
B9J08_002605,SWS2
B9J08_002606,EOS1
B9J08_002607,SEC4
B9J08_002608,TPM2_TPM1
B9J08_002609,LSM6
B9J08_002610,ATP17
B9J08_002611,KIN2
B9J08_002612,IOC2
B9J08_002613,INO2
B9J08_002614,PCL7
B9J08_002615,BMS1
B9J08_002616,YGL138C
B9J08_002617,FLC1_FLC3
B9J08_002618,PIM1
B9J08_002619,B9J08_002619
B9J08_002620,MNE1
B9J08_002621,B9J08_002621
B9J08_002622,MRPL33
B9J08_002623,CIN1
B9J08_002624,B9J08_002624
B9J08_002625,B9J08_002625
B9J08_002626,B9J08_002626
B9J08_002627,XYL2_SOR2
B9J08_002628,ZCF16_SIP4
B9J08_002629,ILV2
B9J08_002630,MEP1_MEP3
B9J08_002631,MRX10
B9J08_002632,GFA1
B9J08_002633,YIL156W-B
B9J08_002634,CTK1
B9J08_002635,GPA2
B9J08_002636,PSP2
B9J08_002637,LAP41_APE1
B9J08_002638,DYS1
B9J08_002639,B9J08_002639
B9J08_002640,B9J08_002640
B9J08_002641,B9J08_002641
B9J08_002642,COX23
B9J08_002643,RCT1_YNL208W
B9J08_002644,NCS2
B9J08_002645,B9J08_002645
B9J08_002646,HXT5_ITR2
B9J08_002647,HNT3
B9J08_002648,PKR1
B9J08_002649,NOT4_MOT2
B9J08_002650,B9J08_002650
B9J08_002651,ISM1
B9J08_002652,CIT1
B9J08_002653,DEM1_EXO5
B9J08_002654,CIP1
B9J08_002655,B9J08_002655
B9J08_002656,B9J08_002656
B9J08_002657,XYL2
B9J08_002658,B9J08_002658
B9J08_002659,HGT17_GAL2
B9J08_002660,HGT17_HXT8
B9J08_002661,RAT1
B9J08_002662,B9J08_002662
B9J08_002663,QDR2_AQR1
B9J08_002664,MLP1
B9J08_002665,ESL1
B9J08_002666,AGP2
B9J08_002667,NUP192
B9J08_002668,ALK2_DIT2
B9J08_002669,PCK1
B9J08_002670,NGS1
B9J08_002671,YEN1
B9J08_002672,RRD1
B9J08_002673,RKR1
B9J08_002674,TEA1_CHA4
B9J08_002675,RRM3
B9J08_002676,BNR1_BNI1
B9J08_002677,MIS12_MIS1
B9J08_002678,YMR090W
B9J08_002679,EPL1
B9J08_002680,B9J08_002680
B9J08_002681,B9J08_002681
B9J08_002682,MKC1_SLT2
B9J08_002683,BNA3
B9J08_002684,REP1
B9J08_002685,DAL7_DAL5
B9J08_002686,ZCF29
B9J08_002687,ZCF29_OAF3
B9J08_002688,FDH1
B9J08_002689,SDH2
B9J08_002690,DSD1
B9J08_002691,YHB1
B9J08_002692,YJR149W
B9J08_002693,MRPL44
B9J08_002694,PET18
B9J08_002695,B9J08_002695
B9J08_002696,ERJ5
B9J08_002697,SAP155
B9J08_002698,BIR1
B9J08_002699,VMA13
B9J08_002700,B9J08_002700
B9J08_002701,HBS1
B9J08_002702,UFE1
B9J08_002703,B9J08_002703
B9J08_002704,SYF2
B9J08_002705,B9J08_002705
B9J08_002706,MDL1
B9J08_002707,UGT51C1_ATG26
B9J08_002708,MET2
B9J08_002709,B9J08_002709
B9J08_002710,ZCF29_RDR1
B9J08_002711,GID7
B9J08_002712,PDI1
B9J08_002713,B9J08_002713
B9J08_002714,SRO9
B9J08_002715,BOR1
B9J08_002716,B9J08_002716
B9J08_002717,FGR10
B9J08_002718,RPL24A
B9J08_002719,RPL30
B9J08_002720,SPC34
B9J08_002721,KAE1
B9J08_002722,CUE2
B9J08_002723,OPY1
B9J08_002724,RFC3
B9J08_002725,MID1
B9J08_002726,JIP4
B9J08_002727,B9J08_002727
B9J08_002728,MED10_NUT2
B9J08_002729,B9J08_002729
B9J08_002730,B9J08_002730
B9J08_002731,B9J08_002731
B9J08_002732,HET1
B9J08_002733,SDH7
B9J08_002734,OP4
B9J08_002735,B9J08_002735
B9J08_002736,TUL1
B9J08_002737,UGA2
B9J08_002738,WSC1_SLG1
B9J08_002739,CUB1
B9J08_002740,STS1
B9J08_002741,UTP7
B9J08_002742,URA1
B9J08_002743,DAM1
B9J08_002744,GET2
B9J08_002745,SHY1
B9J08_002746,SIK1_NOP56
B9J08_002747,SPS4
B9J08_002748,UGA3
B9J08_002749,UBC4
B9J08_002750,SPT7
B9J08_002751,B9J08_002751
B9J08_002752,B9J08_002752
B9J08_002753,B9J08_002753
B9J08_002754,FGR34
B9J08_002755,MSS51
B9J08_002756,YOS9
B9J08_002757,B9J08_002757
B9J08_002758,CUS1
B9J08_002759,B9J08_002759
B9J08_002760,B9J08_002760
B9J08_002761,CHT3_CTS1
B9J08_002762,INO1
B9J08_002763,FAA4
B9J08_002764,ASP1
B9J08_002765,COA6
B9J08_002766,TRS120
B9J08_002767,PUP1
B9J08_002768,AHA1
B9J08_002769,FDH3_SFA1
B9J08_002770,IDH2
B9J08_002771,ADE8
B9J08_002772,EFT2_EFT1
B9J08_002773,B9J08_002773
B9J08_002774,AMO1
B9J08_002775,SFM1
B9J08_002776,DDL1
B9J08_002777,B9J08_002777
B9J08_002778,THS1
B9J08_002779,MRPL38
B9J08_002780,AIP2_DLD2
B9J08_002781,FAA21_FAA2
B9J08_002782,B9J08_002782
B9J08_002783,DQD1
B9J08_002784,ADD66
B9J08_002785,AFT2
B9J08_002786,MNP1
B9J08_002787,RPB9
B9J08_002788,TPK2
B9J08_002789,SMF12_SMF1
B9J08_002790,RME1
B9J08_002791,YNL010W
B9J08_002792,RCK2
B9J08_002793,IRC20
B9J08_002794,RFA2
B9J08_002795,FLU1_TPO1
B9J08_002796,IOC3
B9J08_002797,SNF12
B9J08_002798,OLE2_OLE1
B9J08_002799,B9J08_002799
B9J08_002800,HSH49
B9J08_002801,BCD1
B9J08_002802,MRPL50
B9J08_002803,B9J08_002803
B9J08_002804,YNR021W
B9J08_002805,YCR051W
B9J08_002806,ATP23
B9J08_002807,ARE2
B9J08_002808,BUD23
B9J08_002809,IMG1
B9J08_002810,MAK31
B9J08_002811,B9J08_002811
B9J08_002812,B9J08_002812
B9J08_002813,CEF3_YEF3
B9J08_002814,SPO1
B9J08_002815,MEP3
B9J08_002816,YMC1
B9J08_002817,ERG28
B9J08_002818,BCY1
B9J08_002819,KAR2
B9J08_002820,NOT3
B9J08_002821,PEX12
B9J08_002822,MRI1
B9J08_002823,SPF1
B9J08_002824,TAH11
B9J08_002825,B9J08_002825
B9J08_002826,VAS1
B9J08_002827,PRP31
B9J08_002828,RRP46
B9J08_002829,DBF2
B9J08_002830,AYR2_AYR1
B9J08_002831,FRP3_ATO2
B9J08_002832,RAD26
B9J08_002833,AIM32
B9J08_002834,EFG1_SOK2
B9J08_002835,YET1
B9J08_002836,MNR2
B9J08_002837,SUB1
B9J08_002838,HOF1
B9J08_002839,RCH1
B9J08_002840,MSN4_MSN2
B9J08_002841,AIM11
B9J08_002842,EIS1
B9J08_002843,B9J08_002843
B9J08_002844,ARP9
B9J08_002845,CDC9
B9J08_002846,SCT1
B9J08_002847,FOX2
B9J08_002848,MIH1
B9J08_002849,ELM1
B9J08_002850,HOS2
B9J08_002851,SCL1
B9J08_002852,ERG4
B9J08_002853,LYS144_LYS14
B9J08_002854,PUF4
B9J08_002855,PMA1
B9J08_002856,CHS8_CHS1
B9J08_002857,VPS8
B9J08_002858,ERP5_ERP6
B9J08_002859,SWD1
B9J08_002860,FKH2_FKH1
B9J08_002861,RSE1
B9J08_002862,PET191
B9J08_002863,B9J08_002863
B9J08_002864,NGT1
B9J08_002865,RAV1
B9J08_002866,B9J08_002866
B9J08_002867,NTA1
B9J08_002868,ITT1
B9J08_002869,STF2_TMA10
B9J08_002870,MUQ1_ECT1
B9J08_002871,YLR326W
B9J08_002872,CWC24
B9J08_002873,B9J08_002873
B9J08_002874,ALG1
B9J08_002875,REV1
B9J08_002876,CMD1
B9J08_002877,NUM1
B9J08_002878,YHI9
B9J08_002879,PMT6
B9J08_002880,B9J08_002880
B9J08_002881,HAP5
B9J08_002882,TFS1
B9J08_002883,DIB1
B9J08_002884,B9J08_002884
B9J08_002885,URA4
B9J08_002886,GIT3_GIT1
B9J08_002887,PMU1
B9J08_002888,CCR4
B9J08_002889,CCR4_NGL1
B9J08_002890,NTG1_NTG2
B9J08_002891,CAT8
B9J08_002892,TMT1
B9J08_002893,GPI12
B9J08_002894,ARP6
B9J08_002895,LDB19
B9J08_002896,FUN31_PSK1
B9J08_002897,SLD3
B9J08_002898,TAF60_TAF6
B9J08_002899,B9J08_002899
B9J08_002900,YBR238C
B9J08_002901,VHC1
B9J08_002902,VHC1
B9J08_002903,PRP5
B9J08_002904,EHD3
B9J08_002905,B9J08_002905
B9J08_002906,SSS1
B9J08_002907,RRP1
B9J08_002908,SLU7
B9J08_002909,VTA1
B9J08_002910,SDH5
B9J08_002911,FRQ1
B9J08_002912,SWI6
B9J08_002913,PRP11
B9J08_002914,FAD1
B9J08_002915,RTG1
B9J08_002916,MTF2
B9J08_002917,HST1
B9J08_002918,MTS1
B9J08_002919,MLS1
B9J08_002920,GRX7
B9J08_002921,RPS11A
B9J08_002922,B9J08_002922
B9J08_002923,SMD3
B9J08_002924,ZCF20_HAP1
B9J08_002925,ZCF20
B9J08_002926,MCP2
B9J08_002927,FYV5_FYV7
B9J08_002928,AVT2
B9J08_002929,YBL053_TOF1
B9J08_002930,ZCF13_HAP1
B9J08_002931,MRR1b
B9J08_002932,PCL1
B9J08_002933,B9J08_002933
B9J08_002934,MRP10
B9J08_002935,B9J08_002935
B9J08_002936,RMS1_RKM4
B9J08_002937,BUB3
B9J08_002938,B9J08_002938
B9J08_002939,NBA1
B9J08_002940,PRR1
B9J08_002941,MED14_RGR1
B9J08_002942,AVT1
B9J08_002943,MRM1
B9J08_002944,HIS3
B9J08_002945,KIC1
B9J08_002946,SWC3
B9J08_002947,MRP51
B9J08_002948,MDM10
B9J08_002949,B9J08_002949
B9J08_002950,B9J08_002950
B9J08_002951,FRP6_ATO2
B9J08_002952,LAS1
B9J08_002953,SPO72_ATG2
B9J08_002954,CNT
B9J08_002955,VPS35
B9J08_002956,PNG2
B9J08_002957,SEN34
B9J08_002958,B9J08_002958
B9J08_002959,BAS1
B9J08_002960,KTI11
B9J08_002961,RPS8A_RPS8B
